name
Daniela Paolotti
Daniela Perrotta
Daniele Barolo
Daniele Quercia
Danny Tse
Dario Krpan
Dashun Wang
David Alexander Ehrlich
David Bamman
David Borukhson
David Broska
David C. Jangraw
David C. Parkes
David Gamba
David Garcia
David Harding
David Jurgens
David Lazer
David Mimno
David Mingfei Liu
David Rand
David Rothschild
Davide Beraldo
Davide Molteni
Davide Vega
Dean Eckles
Dean Knox
Deb Roy
Deborah N Brewis
Deepak Sharma
Denis Bonnay
Denise Pumain
Denitsa Saynova
Derek Holliday
Derek Ouyang
Derek Powell
Deshan Sumanathilaka
Desheng Hu
Diana Jordan
Didem Gundogdu
Diego Donoso
Diego Fregolent Mendes de Oliveira
Diego Garlaschelli
Diego Giuliani
Dietram A. Scheufele
Diletta Goglia
Dimitrios Kokkinakis
Dingeman Jan Van der Laan
Dino Pedreschi
Diogo Geraldes
Dirk U. Wulff
Diyi Liu
Diyi Yang
Do Won Kim
DoeunKim
Dominik Batorski
Dominik Loibner
Dong Nguyen
DongHak Lee
Dongping Chen
Douglas Richard Guilbeault
Drew Johnston
Duilio Balsamo
Duncan Cassells
Duncan J. Watts
Dustin Brunner
Dustin Wright
Dylan Thurgood
Eaman Jahani
Ece Calikus
Eckehard Olbrich
Eddie Yang
Edmond Awad
Edoardo Di Martino
Edoardo Loru
Edoardo Maggioni
Edwin de Jonge
Eelke Heemskerk
Efe Tüzün
Ege Demirci
Egor Kotov
Ehsan Dehghan
Ehsan Hoque
Ekaterina Landgren
Ekaterina Vylomova
Elena Candellone
Elena Chechik
Elena D'Agnese
Eleonora Albarese
Elias Fernández Domingos
Elis Carlberg Larsson
Elisa Klüger
Elisa Omodei
Elisabeth Höldrich
Elisabetta Colosi
Elisabetta Salvai
Elizabeth Jacobs
Elizabeth Roberto
Elizaveta Kopacheva
Elizaveta Sivak
Elliot Ash
Elliot E. Pickens
Elyse Joan Thulin
Emanuel Wittberg
Emanuela Vaghi
Emese Bata
Emilien Schultz
Emilio Calvano
Emilio Zagheni
Emily K McKinley
Emily Xing
Emma Bonutti D'Agostini
Emma Fraxanet
Emma Harvey
Emma Pierson
Emmanuel Candes
Emoke-Agnes Horvat
Enrico Verdolotti
Erdem Şahin
Eric Gilbert
Eric M. Feltham
Erica Cai
Erick Elejalde
Erik Brynjolfsson
Erik Wachtmeister
Erik Weis
Erika Fille T. Legara
Erin Walk
Erwanghao Yu
Esin DURMUS
Esra Dönmez
Esteban Moro
Eszter Bokanyi
Ethan Zuckerman
Ethel Elikem Mensah
Etienne Ollion
Eugene A. Chu
Eunsoo Sohn
Eunsung Yoon
Evey Jiaxin Huang
Ezequiel Lopez-Lopez
FUJIO TORIUMI
Fabian Baumann
Fabian Tschofenig
Fabio Ciulla
Fabio Sartori
Fabrizio Germano
Faezeh Fadaei
Fai Poungpeth
Fan Wenlu
Fanxi He
Farhan Samir
Fariba Karimi
Farnaz Jahanbakhsh
Federica Imbriale
Federico Battiston
Federico Cammelli
Federico Delussu
Federico Pilati
Felicia Loecherbach
Felix Gaisbauer
Felix Schmidt
Felix Victor Münch
Fernando Alva-Manchego
Fijnanda van Klingeren
Filipi Nascimento Silva
Filippo Menczer
Filippo Trentini
Filippo Zimmaro
Florian Bolenz
Florian Keusch
Florian Kunneman
Florian Meier
Flávio L. Pinheiro
Flóra Samu
Fortune Nwaiwu
Francesca Bolla Tripodi
Francesco Corso
Francesco Pierri
Francisco Barreras
Francisco Ruge-Murcia
Frank Esser
Frank Mangold
Frank W. Takes
Franziska Weeber
François Portet
Frederico Francisco
Fredrik Jansson
Frenk van Harreveld
Friedolin Merhout
Frédéric Berdoz
Gabriel Maurial
Gabriela Juncosa
Gabriele Bossi
Gabriele Di Bona
Gabriella Harari
Gabriella Pasi
Gahyoun Gim
Galántai Júlia
Gang Li
Geoff Haddock
Georg Ahnert
Georgios Panayiotou
Gerardo Iñiguez
Gergely Mónus
Gergo Toth
Germans Savcisens
Gert Stulp
Ghadeer Awwad
Gian Pietro Picco
Giangiacomo Bravo
Gianluca Nogara
Gianmarco De Francisci Morales
Giannis Nikolentzos
Gili Rusak
Gilles Bastin
Gioele Barabucci
Giordano de Marzo
Giovanni Petri
Giulia Sturlese
Giuliano Cornacchia
Giuseppe Carteny
Giuseppe Russo
Gonzalo Gabriel Méndez
Gourab Ghoshal
Grant Schoenebeck
Greg Lanzalotto
Gregor Wiedemann
Gregorio López López
Guido Germano
Guy Grossman
Hadi Asghari
Haewoon Kwak
Hamish Gibbs
Hancheng Cao
Hanjia Lyu
Hannah Li
Hannah Metzler
Hannah Waight
Hanne Collins
Hannes Taubenböck
Hans-Joachim Voth
Hao Cui
Haohan Shi
Haoran Liu
Haoran Shi
Haotian Zhang
Hause Lin
Hayafumi Watanabe
Hayley Blunden
Hazel Rose Markus
Heetae Kim
Heiko Rauhut
Helena Bjornesjo
Helena Rauxloh
Helpis Saleh
Hendrik Erz
Hendrik Nunner
Henrik Olsson
Henrikki Tenkanen
Hilke Schellmann
Hirokazu Shirado
Hiroki Oda
Hiroki Yamashita
Hiromu Yakura
Hitoshi Mitsuhashi
Hiu Ching Hung
Hoan Huu Le
Hojeong Yoo
Hokyun Kim
Homa Hosseinmardi
Hong Chen
Hongkai Mao
Hongyu Zhou
Hope Schroeder
Horacio Samaniego
Hsin-Keng Ling
Hua Shen
Huang Chenwen
Huanrui Chen
Huaxia Zhou
Huilian Sophie Qiu
Hyejin Youn
Hyoji Choi
Hywel T.P. Williams
IC2S2 Program Chairs
Iakovos Evdaimon
Ian Hutchins
Ian Lundberg
Ian van Buskirk
Ignacio Andrés Ormazabal Inostroza
Ignacio Serna
Ignacio Toledo Roman
Igor Ryazanov
Ilkka Henrik Mäkinen
Imre Gémes
Ina Ni
Indira Sen
Inga K. Wohlert
Inga Schwabe
Ingmar Weber
Ingo Zettler
Ioana Gabriela Doleanu
Iris Dania Jimenez
Irving Lin
Isabel Gebhardt
Isabelle Langrock
Iuliia Alieva
Ivan Smirnov
Ivan Soraperra
Ivano Bison
Ivory Yang
Iyad Rahwan
Izabel Pirimai Aguiar
JF Bonnefon
JISU KIM
Jacob Aarup Dalsgaard
Jacob Habinek
Jacopo Lenti
Jacopo Nudo
Jacy Reese Anthis
Jad Kabbara
Jaehyuk Park
Jake M. Hofman
Jakob Ohme
James Caverlee
James Druckman
James Evans
James Holland Jones
James P Houghton
Jan Bachmann
Jan Digutsch
Jan Heinrich Ernst Meyerhoff-Liang
Jan Karem Höhne
Jana Jung
Jana Lasser
Janine Schröder
Jann Spiess
Janos Kertesz
Jar-Der Luo
Jared R. Curhan
Jarren Nylund
Jason Burton
Javier Andreu-Perez
Javier Garcia-Bernardo
Jayanth Komarneni
Jean-Philippe Cointet
Jeewoon Hong
Jeffrey Chan
Jemima Kang
Jen Schradie
Jennah Gosciak
Jennifer Allen
Jennifer L. Eberhardt
Jennifer Lundquist
Jenny Shan Wang
Jens Dörpinghaus
Jens Rupprecht
Jeong hwan Jeon
Jermain Kaminski
Jesica Olivares
Jesus Cerquides
Jesus Gomez-Gardeñes
Ji Eun Kim
Ji Ma
Jia Li
Jiahui Xue
Jiamin Li
Jian Kang
Jiangyue Chen
Jianlong Zhu
Jiaxin Pei
Jiaxuan Li
Jiayi Weng
Jiayu Chen
Jiayu Liu
Jibeom Seo
Jie Hua
Jiebo Luo
Jiho Kwak
Jihye Park
Jim Everett
Jimena Royo-Letelier
Jin Ai
Jingwen Zhang
Jinhyuk Yun
Jisun An
Jisung Yoon
Jiyoung Lee
Joan Giner-Miguelez
Joana G Sa
Joanna Demaree-Cotton
Joanna Zun Li
Joao Pinheiro Neto
Joaquín Ignacio Villagra Pacheco
Joel Mire
Johan Järlehed
Johan Ugander
Johanna Björklund
Johanna Hölzl
Johannes Fagerlind
Johannes Mast
Johannes Müller-Trede
Johannes Stroebel
Johannes Wachs
John Collins
John Joseph Horton
Jon Kleinberg
Jonas Fegert
Jonas Schlicht
Jonathan Ivey
Jonathan Mummolo
Jonathan Sakunkoo
Jonathan St-Onge
Jong-Min Park
Jorge Barreras
Joris Mulder
Josef Ginnerskov
Joseph Chow
Josephine Lukito
Josh Nguyen
Joshua Claassen
Joshua Conrad Jackson
Joshua P. White
Joshua Rosen
Joshua Tucker
José Bener
José M. Reis
Juan Felipe Ignacio Illanes Vásquez
Juan Pablo Bascur
Juan Sebastian Olier
Judith Gilsbach
Juhi Kulshrestha
Julia De Miguel Velázquez
Julia Koltai
Julia Mendelsohn
Julia Minson
Julia R. Koehler
Julia Schulte-Cloos
Julia Szamely
Julian Berger
Juliana Schroeder
Julius Koschnick
Junghwan Kim
Jungwoo Lee
Juniper L Lovato
Junsol Kim
Jurgis Karpus
Juseong Kim
Justyna Janczy
Jörg Matthes
Jürgen Pfeffer
Kai Cooper
Kai-Cheng Yang
Kaitlyn Dowling
Kajsa Hansson
Kamil Fuławka
Kara Schechtman
Kareem Elrafei
Karen van Hedel
Karolina Sliwa
Kata Számel
Katarzyna Sznajd-Weron
Katelyn X. Mei
Kateryna Kasianenko
Katharina Ledebur
Katherine A. Keith
Katherine Van Koevering
Kathleen M. Carley
Kathryn Adamson
Katie Cohen
Katie Ekstrom
Katie Spoon
Katinka den Nijs
Katrin Weller
Kazuki Sakamoto
Kazutoshi Sasahara
Keigo Kusumegi
Kemal Kirtac
Kenan Alkiek
Kenji Yokotani
Kenneth H.Y. Chung
Kent Larson
Kerstin Ostermann
Kevin Carmody
Kevin Koban
Kevin Tiede
Kiara L. Sanchez
Kinga Makovi
Kirsten Krogh Hansen
Kohei F. Takeda
Kohei Ishii
KoichiY
Koki Ota
Kokil Jaidka
Krishna P. Gummadi
Kristina Gligorić
Kristine Hein
Ksenia Mukhina
Kwabena Afriyie Owusu
Kyle Laskowski
Kyriaki Kalimeri
Károly Takács
Laia Castro Herrero
Lanu Kim
Lara Kirfel
Lasse Mohr
Lau Lilleholt Harpviken
Laura Boeschoten
Laura Diosan
Laura Fürsich
Laura Kurek
Laura Lotero
Laura Maria Alessandretti
Laura Nelson
Laura P. Leone
Lauren Fahey
Lauren Rogers
Laurent Hébert-Dufresne
Lav R. Varshney
Lavinia Dunagan
Lechen Zhang
Leo Ferres
Leon Klingborg
Leonard Stellbrink
Leonard Wendering
Levin Brinkmann
Li Zeng
Li-Huan Shen
Libby Hemphill
Lien-Jung Chang
Linda Li
Lingxin Hao
Linnea Gandhi
Linus Huang
Lion Wedel
Lisa Merten
Lisa Oswald
Lisa P. Argyle
Lisette Espin-Noboa
Lisette Sibbald
Ljubica Nedelkoska
Lluis Danus
Lorenzo Betti
Lorenzo Lucchini
Lorenzo Nemati Fard
Lorien Jasny
Louis Boucherie
Luca Gallo
Luca Lazzaro
Luca Maria Aiello
Luca Maria Pesando
Luca Pappalardo
Luca Rossi
Lucas Gautheron
Lucas Spierenburg
Lucila Gisele Alvarez Zuzek
Lucio Vinicius
Lucius Caviola
Luigi Arminio
Luis A. Nunes Amaral
Luis Galárraga
Luke Stephens
Lunan Zhao
Lusha Zhu
Lydia T. Liu
Lyle Ungar
MICHELE TIZZANI
MOHAMMAD BELAL
Maarten Sap
Magdalena Wojcieszak
Maged Mortaga
Maggie Harrington
Maggie Macdonald
Magy El-Nasr
Malik Salman
Malte Reichelt
Manoel Horta Ribeiro
Manon Delvaux
Manon Lilott Kempermann
Manuel Holz
Manuel S. Mariani
Manuel Tonneau
Maosong Sun
Mar Canet Sola
MarYam Hamedani
Marc Keuschnigg
Marc Sparhuber
Marcel H Schubert
Marcel Kappes
Marcel Moran
Marco Viviani
Margaret Roberts
Maria Antoniak
Maria Brandén
Maria Cucciniello
Maria Leonor Pacheco
Maria Nareklishvili
Maria Sahakyan
Maria Skeppstedt
Maria Teleki
Mariana Macedo
Marilena Hohmann
Mario Castro Ponce
Mario Molina
Marion Fourcade
Marion I. van den Heuvel
Marjolijn Das
Mark E. Whiting
Mark Kennedy
Mark Mets
Mark Verhagen
Mark Whiting
Marko Čuljak
Markus Bo Pettersson
Markus Buehner
Markus Strohmaier
Marlene Lutz
Marshall Van Alstyne
Marta C. Gonzalez
Marten Appel
Martin Arvidsson
Martin Brohol Trans
Martin Hilbert
Martin Saveski
Martina Contisciani
Marton Karsai
Martí Medina-Hernández
Marzyeh Ghassemi
María Reneses Botija
Masahiro Takamura
Masaki Chujyo
Massimiliano Luca
Massimo Airoldi
Mateusz Nurek
Mathias Allemand
Mathias Angermaier
Mathias Humbert
Mathias Wullum Nielsen
Mathieu Génois
Mathijs de Vaan
Matias Piqueras
Matilda Hellman
Matt DeButts
Matteo Cinelli
Matteo Devigili
Matteo Magnani
Mattes Ruckdeschel
Matthew A. Turner
Matthew Curtis
Matthew D. Rocklage
Matthew DeVerna
Matthew G. Burgess
Matthew Groh
Matthew Hornsey
Matti Nelimarkka
Mauricio Bucca
Mauro Martinelli
Mauro Martino
Max Falkenberg
Max Pellert
Max R. P. Grossmann
Maxime Crépel
Maximilian Bergmann
Maximilian Kreutner
Maximilian Noichl
Maximilian Pickartz
Maximilian Schich
May Lim
Maël Lecoursonnais
Megan Brown
Melanie Oyarzun
Melody Sepahpour-Fard
Melody Yu
Merce Crosas
Meryl Ye
Michael Amsler
Michael Bailey
Michael Howes
Michael Jiang
Michael Maes
Michael Patrick McGreevy
Michael Quayle
Michael S. Bernstein
Michael Szell
Michael Tiemann
Michael Yeomans
Michail Chatzianastasis
Michalina Janik
Michalis Vazirgiannis
Michele Starnini
Michele Tizzoni
Michele d'Errico
Michelle Horváth
Miguel Escobar Varela
Mihály Fazekas
Miia Bask
Mikael Bask
Mike Conway
Mikhail Tamm
Mikko Kivelä
Mila Oiva
Milena Tsvetkova
Miner Ye
Mingmeng Geng
Mingmin Feng
Mingqian Zheng
Mingxuan Zheng
Minji Heo
Minjin Lee
Minsu Park
Mirco Nanni
Miriam Hurtado Bodell
Miriam Schirmer
Mirjam Stieger
Mirta Galesic
Mirza Nayeem Ahmed
Mitsuo Yoshida
Moa Johansson
Moena Hashimoto
Mohammed Alsobay
Mohsen Mosleh
Mona Sloane
Monideepa Tarafdar
Moontae Lee
Moritz Laber
Morten Mørup
Muhammad Haroon
Muhua Huang
Munjung Kim
Myokyung han
Myra Miranda
Måns Magnusson
Na Jiang
Nabeel Gillani
Nadezhda Ozornina
Naitian Zhou
Nan Zhang
Naomi Baes
Naomi Muggleton
Narayani Vedam
Natalie Schroyens
Nathalie Greenfield
Nathan Fu
Nay San
Neele Engelmann
Neeley Pate
Negin Maddah
Neha Gondal
Neil Fasching
Nguyen Luong
Niccolò Di Marco
Nicholas A. Christakis
Nicholas Chen
Nicholas Christakis
Nicholas D. Anderson
Nick Haslam
Niclas Frederic Sturm
Nico Mutzner
Nicola Cinardi
Nicola Perra
Nicolas Baumard
Nicolas Pröllochs
Nicolas Scharowski
Nicole Schwitter
Nicolò Gozzi
Nikolaos Nakis
Nikolas Zöller
Nima Dehmamy
Nina Tahmasebi
Nina. Mazar
Nir Grinberg
Niraj Kushwaha
Niyati Malhotra
Nobuhito Abe
Nora Svensson Hahr
Nori Jacoby
Norina Anna Furrer
Noé Vidal-Naquet
Nuo Chen
Nur Şirin Atsızelti
Oded Cats
Ofer Tchernichovski
Ohhyun Kwon
Ola Ali
Ole Hexel
Omkar Yadav
Onkar Sadekar
Onur Varol
Oromia Sero
Ozgur Can Seckin
Pablo Biedma
Pamina Syed Al
Pan Zhou
Panayiotis Smeros
Pantelis P. Analytis
Paolo Bajardi
Paolo Turrini
Parisa Zahedi
Patricia Maes
Patrick Gildersleve
Patrick Y. Wu
Paul E. Smaldino
Paul Ginsparg
Paul Krauß
Paul Plener
Paul Röttger
Paul Schuler
Paula Andrea Perez-Toro
Paulo David Dias Almeida
Pavel Dimitrov Chachev
Pearl Pandya
Pedro Ramaciotti Morales
Peer Saleth
Peidong Mei
Peng Liu
Peter Carragher
Peter Hedström
Peter Selb
Peter Steiglechner
Petra Kralj Novak
Petter Holme
Phelia Weiss
Philip S. Chodrow
Philipp Kessling
Philipp Koch
Philipp Lorenz-Spreen
Philipp Reineke
Pierluigi Sacco
Pietro Alessandro Aluffi
Pietro Saggese
Piyush Ghasiya
Pol Rovira-Wilde
Pranav Goel
Prasanta Bhattacharya
Prashant Garg
Prateek Gupta
Pratyush Yadav
Pratyusha Kalluri
Przemyslaw A. Grabowicz
Pu Yan
Pádraig MacCarron
Qian Huang
Qiankun Zhong
Qixuan Zhao
Qunshan Zhao
Rachel Chen
Rachel Goldberg
Rachith Aiyappa
Radhika Krishnan
Radosław Michalski
Radu Tanase
Rafael Prieto-Curiel
Raffaele Vacca
Raiyan Abdul Baten
Ralf H.J.M. Kurvers
Ralph Hertwig
Ralph Schroeder
Raluca Rilla
Ramona Schoedel
Raphael Richter
Rasika Muralidharan
Razan Baltaji
Reagan Grey Keeney
Reed Orchinik
Renata Topinkova
Rene Algesheimer
Rene F Kizilcec
Rense Corten
Renu Singh
René Algesheimer
Rezvaneh Rezapour
Ricardo Cevallos
Riccardo Di Clemente
Riccardo Gallotti
Richard Cannon
Richard Johansson
Richard Öhrvall
Robert Fluegge
Robert Helmrich
Robert Jankowski
Robert Paluch
Robert West
Roberta Sinatra
Roberto Cantillan Carrasco
Roberto Gillmore
Roberto Ulloa
Robin Forsberg
Robin Na
Roger Wattenhofer
Rohan Raju
Roman David Ventzke
Roman Senninger
Ronald E. Robertson
Rosa Ellen Lavelle-Hill
Rosa M. Navarrete
Rossana Mastrandrea
Ruben L. Bach
Ruggero Marino Lazzaroni
Rui Mata
Ruining He
Ruiqing Han
Ruiyao Liu
Ruud Luijkx
Ryan E. Langendorf
Ryan Whalen
Ryo Adachi
Ryo Sasaki
Ryo Yokoi
Ryoma Adachi
Ryosuke Harakawa
Ryosuke Yamanishi
Ryuma Shineha
Sabin Roman
Sabina J Tomkins
Saeedeh Mohammadi
Saffron O'Neill
Sagar Kumar
Salah Zrigui
Salsabil Arabi
Salsabil Salah
Sam Jeffers
Sam Zhang
Samantha D'Alonzo
Samantha Dies
Samantha Gold
Samantha Vilkins
Samar Haider
Sami Alexej Nenno
Samsun Knight
Samuel Fraiberger
Samuel Gosling
Samuel Martin-Gutierrez
Samuel Pearson
Samuel Z Liu
Samuli Reijula
Sanaz Talaifar
Sander van Cranenburgh
Sandor Juhasz
Sandra Babcock
Sandra Gonzalez-Bailon
Sandra Jaworeck
Sandrine Lara Chausson
Sandro Ferreira Sousa
Sang Hoon Lee
Sangmi Kim
Sangpil Youm
Sangyeon Kim
Sanika Damle
Sanja Scepanovic
Saphira Rekker
Sarah Bohnensteffen
Sarah Marie Müller
Sarah McKetta
Sarah Tell
Sarah Williams
Sascha Grehl
Sasha Krigel
Sasrah Johnson
Saule Bekova
Saumya Bhadani
Scott A. Hale
Sean Westwood
Sebastian Block
Sebastian Padó
Sebastian Stier
Sebastian Svegaard
Seeun Kim
Segun Aroyehun
Selcan Mutgan
Seoul Lee
Sepehr Mousavi
Sepideh Bazazi
Sergio E. Zanotto
Seth Frey
Seung Hee Lee
Seungwoong Ha
Seura Ha
Shahan Ali Memon
Shaily Bhatt
Shalmoli Ghosh
Shambhobi Bhattacharya
Shane Mannion
Shazia'Ayn Babul
Shehryar Subhani
Shengchun Huang
Shingho Hank Yu
Shiori Hironaka
Shiva Nadi Najafabadi
Shivani Kumar
Shouji Fujimoto
Shreya Havaldar
Shubham Atreja
Shuhei Kurizaki
Sifeng Chen
Sijia Ma
Sijia Qian
Silvia De Sojo
Silvia Giordano
Siming Huang
Simon S. Woo
Simon Walo
Simone Lackner
Simone Santoni
Sjoerd B. Stolwijk
Sofia M. Wickberg
Soheil Shayegh
Solomon Messing
Sonia Yeh
Sophia Horn
Soroush Vosoughi
Sou Hyun Jang
Srebrenka Letina
Stanisław Stępień
Stanley Huang
Stefan Herzog
Stefan Kitzler
Stefano Balietti
Stefano Palminteri
Stein Jongerius
Stephan Lewandowsky
Stephanie Wang
Steven R Wilson
Subhayan Mukerjee
Sune Lehmann
Sungkyu Shaun Park
Susan Athey
Sushrita Rakshit
Susumu Nagayama
Sven Banisch
Swapneel S Mehta
Syeda Gulnoor Zahra
Szilvia Rudas
Szymon Talaga
Tabia Tanzin Prama
Taegyoon Kim
Taehee Kim
Taesung Hwang
Taha Yasseri
Tahmineh Godazgar
Taichi Murayama
Takahiro Yabe
Takayuki Mizuno
Tal August
Talayeh Aledavood
Tamara N. Rayan
Tanise Ceron
Tara Sowrirajan
Tarak Shah
Tariq Choucair
Tasuku Igarashi
Thabo J van Woudenberg
Theresa Kuchler
Thiemo Fetzer
Thijs Carrière
Thomas Chesney
Thomas Costello
Thomas F. Eisenmann
Thomas H. Li
Thomas Haase
Thomas Li
Thomas Robiglio
Thorsten Piske
Théophile Lenoir
Tiago Oliveira Cunha
Tiago P. Peixoto
Tian Yang
Tianyi Zhang
Tijana Zrnic
Tim Faverjon
Timo Damm
Timo Koch
Timon Drewes
Timothy Dörr
Timur Naushirvanov
Tina Eliassi-Rad
Tina Law
Tiziano Piccardi
Tobias Dalberg
Tobias Stark
Tobias Werner
Toby Stuart
Tom Bidewell
Tom Murray
Tom Theile
Tomas Ruiz
Tommaso Trulli
Tomás Arias Vergara
Torben S. D. Johansen
Travis Coan
Travis Proulx
Trisevgeni Papakonstantinou
Tristan J.B. Cann
Trivik Verma
Upasana Dutta
Vaidehi Raipat
Valdemar Danry
Valentin Thouzeau
Valeria Rainero
Vasiliki Fouka
Vedran Sekara
Vera Sosnovik
Vered Shwartz
